Plate ID	Hour	Min	Second	Travel Orientation	LaneID
JRLU276	10	37	38	4	2
JRT8050	10	37	39	2	3
JR79458	10	37	39	2	2
JR2129P	10	37	43	2	2
JRV0337	10	37	43	2	3
JR04804	10	37	45	4	1
JG37888	10	37	46	2	3
JR2T896	10	37	48	4	1
JRNB550	10	37	48	2	1
JGQZL021	10	37	49	2	2
JR57323	10	37	52	4	1
JR24529	10	37	52	4	3
JRAV862	10	37	54	4	1
JRNK089	10	37	59	4	2
JRMB610	10	38	0	4	1
JRG9362	10	38	10	1	1
JRQS823	10	38	12	1	3
JAR5853	10	38	12	4	1
JRYX527	10	38	13	1	2
JRW5101	10	38	14	3	3
JRQV266	10	38	14	3	2
JR6600K	10	38	15	3	1
JRTA966	10	38	16	2	3
JR81502	10	38	17	1	3
JR7T718	10	38	17	1	2
JR37E76	10	38	18	3	1
JRWX231	10	38	19	3	2
JR63778	10	38	19	3	3
JRME099	10	38	19	1	3
JR06K62	10	38	20	1	1
JBMV881	10	38	21	1	2
JR6V067	10	38	21	3	3
JRMM702	10	38	22	1	3
JR98196	10	38	23	3	3
JFSY683	10	38	23	3	2
JR8G757	10	38	25	1	2
JR6P903	10	38	25	3	3
JGAA7253	10	38	27	1	2
JRLV593	10	38	28	3	1
JR0819F	10	38	28	3	3
MJJ8063	10	38	29	1	2
JRMR301	10	38	31	3	3
JRT8872	10	38	31	1	3
JGFE0159	10	38	32	1	2
JRMH667	10	38	32	2	1
JRT2919	10	38	33	3	3
JRQV969	10	38	33	3	2
JR00262	10	38	34	3	2
JRVE838	10	38	35	1	2
JRT8290	10	38	35	3	3
JGQ62359	10	38	36	3	3
JGE66686	10	38	38	1	2
JGN781X8	10	38	38	3	2
JB937B8	10	38	39	3	2
JRT2618	10	38	40	1	2
JRUU067	10	38	41	1	3
JRT8856	10	38	41	3	3
JRAH444	10	38	42	3	2
JGQ103X1	10	38	43	1	3
JRZV086	10	38	44	3	2
JGK15809	10	38	46	3	2
JJVY712	10	38	50	1	2
JRU8388	10	38	52	1	1
JRNU096	10	38	55	3	2
JRRA220	10	38	58	1	1
JRRZ926	10	39	7	1	3
JGPCH178	10	39	7	2	2
JR50462	10	39	11	4	3
JR33066	10	39	12	2	1
JRU7006	10	39	12	4	2
JR61N61	10	39	13	4	1
JGA63688	10	39	15	4	3
JR9W569	10	39	16	4	1
JRXM411	10	39	17	4	3
JR8W808	10	39	20	4	3
JRT1795	10	39	20	4	1
JRMD486	10	39	21	3	1
JRRE766	10	39	24	2	1
JR82018	10	39	33	4	1
wp	10	39	33	2	1
JR23J93	10	39	39	2	1
JGN790A9	10	39	40	4	1
JR92263	10	39	52	1	3
JRTH626	10	39	53	1	2
JGQGB829	10	39	54	3	2
JNHHN987	10	39	54	3	3
JGN4MS08	10	39	56	3	1
JRT8006	10	39	57	3	3
JGQ913S5	10	39	57	3	2
JR99C18	10	39	58	1	2
JGN0EQ09	10	39	58	4	1
JGNER909	10	39	59	1	2
JGN137C3	10	39	59	1	3
JR7L733	10	40	0	3	2
JRTA562	10	40	1	1	3
JGYQ6677	10	40	1	1	2
JR6516E	10	40	2	3	1
JR9237Y	10	40	2	3	3
JGQ32016	10	40	2	3	2
JRTA259	10	40	3	1	3
JGHL6886	10	40	5	1	3
JR44522	10	40	5	3	2
JR6T219	10	40	6	2	2
wp	10	40	6	1	2
JRTA838	10	40	7	2	1
SCGH609	10	40	7	3	2
JR7M165	10	40	12	3	2
JRE8988	10	40	12	2	3
JGQ69F08	10	40	13	1	2
JR57273	10	40	13	3	3
JGGJG952	10	40	14	1	3
JRF9988	10	40	16	3	3
JRXZ523	10	40	16	1	2
JRMT307	10	40	17	1	2
JRT8791	10	40	18	3	2
JRZ3736	10	40	19	1	2
JRJK833	10	40	20	4	2
JRRL339	10	40	21	3	2
wp	10	40	24	1	2
JR5V786	10	40	26	4	3
JRAU368	10	40	27	1	3
JGPU9605	10	40	29	3	3
JRTA626	10	40	32	3	2
JR76S53	10	40	47	3	3
JR76H96	10	40	51	4	2
JRQF111	10	40	52	2	3
JRT8382	10	40	52	2	1
JRT8217	10	40	52	2	2
JGYL6038	10	40	54	2	3
JREC444	10	40	54	4	2
JGKL2260	10	40	55	2	2
JR6Y336	10	40	55	3	3
JR91G06	10	40	56	1	2
JGNMY191	10	40	56	2	1
JRQK659	10	40	56	4	1
JRT2901	10	40	57	2	3
JR37K02	10	40	57	3	1
JR7C221	10	41	1	2	1
JRT8333	10	41	1	2	3
wp	10	41	5	1	3
JRS8766	10	41	7	3	3
JRW3662	10	41	14	2	1
JGED8883	10	41	19	2	1
JR91G30	10	41	22	4	3
LPXE168	10	41	22	4	1
JGPY6109	10	41	23	4	1
JR60H23	10	41	26	1	1
JR5W963	10	41	27	4	1
JR75R17	10	41	29	1	3
JRCY797	10	41	33	4	2
JRMM319	10	41	34	3	2
JRWQ006	10	41	35	1	2
JRT2151	10	41	35	1	3
JRL0083	10	41	36	3	3
JRUR648	10	41	37	3	1
JRNQ270	10	41	37	3	2
JRVV949	10	41	38	1	2
JR22A86	10	41	39	1	3
JR81R86	10	41	39	3	2
LCGS251	10	41	41	3	3
JRRV783	10	41	41	1	2
JRAT454	10	41	41	4	1
JB86P39	10	41	41	1	3
wp	10	41	42	3	2
JR07649	10	41	43	3	3
JRQF773	10	41	44	3	2
JR9E092	10	41	46	1	1
JRQR526	10	41	46	2	3
JR69373	10	41	46	1	3
JR65602	10	41	46	1	2
JRCZ069	10	41	47	3	3
JA2K357	10	41	49	1	2
JR3N736	10	41	51	3	2
JR75549	10	41	52	2	1
JRPD971	10	41	54	1	2
JNJ22251	10	41	54	3	3
JRKU737	10	41	57	3	2
JRZX114	10	41	58	1	2
JRWZ397	10	41	59	3	1
JGPQV888	10	42	3	2	2
wp	10	42	3	1	2
JRA4444	10	42	4	3	3
JRT8695	10	42	18	3	2
JAYG003	10	42	19	3	3
JR7S202	10	42	21	1	2
JGJK8820	10	42	29	2	3
JRG0055	10	42	30	4	2
JR6171Q	10	42	31	2	1
JR0815K	10	42	32	4	3
JRTA910	10	42	32	4	1
JGN3V282	10	42	33	1	3
JRT2702	10	42	33	2	3
JRT9218	10	42	34	4	1
JGQPS057	10	42	35	4	3
JRTA995	10	42	36	2	3
wp	10	42	37	4	3
JGP3Q777	10	42	38	2	1
JRTA929	10	42	39	4	1
wp	10	42	42	2	3
JRZP827	10	42	43	2	3
JGF91599	10	42	43	2	1
JR71723	10	42	44	4	3
JRVY958	10	42	46	2	3
JGNNB499	10	42	47	4	2
JRAQ885	10	42	55	3	1
JRBX001	10	42	55	2	1
JRR0204	10	42	58	4	3
JRLZ151	10	43	0	2	1
JRTA890	10	43	1	2	3
JRT1859	10	43	4	4	1
JRP6176	10	43	4	2	1
JR5509M	10	43	5	1	1
JR92P51	10	43	8	4	1
JRAJ531	10	43	9	2	2
JGLS5877	10	43	14	3	2
JR8P909	10	43	15	1	2
JR5292M	10	43	16	3	3
JRX4007	10	43	16	1	3
JRVU028	10	43	17	1	2
JRT8871	10	43	17	3	2
JGPY2887	10	43	19	3	2
JRA1188	10	43	19	3	3
JGP762Z7	10	43	20	1	2
JRPA169	10	43	21	3	3
JRTA108	10	43	21	3	1
JR7F587	10	43	22	3	2
JGN33J86	10	43	24	1	1
JREH589	10	43	24	3	3
JGHC6111	10	43	26	3	1
JRU0766	10	43	26	3	3
JGP37C27	10	43	26	3	2
JR8093K	10	43	29	3	2
JNHVV769	10	43	30	1	3
JGNFJ238	10	43	30	1	2
JNQX5719	10	43	31	3	2
JR75B88	10	43	32	1	2
JRYA110	10	43	33	3	2
JR25T98	10	43	34	1	2
JR5518X	10	43	34	1	3
HA990J7	10	43	35	3	2
JGNNC356	10	43	35	3	1
JRXW969	10	43	37	1	2
JRT1936	10	43	38	3	3
JR62436	10	43	40	1	2
JGQVR822	10	43	43	1	2
JRQN068	10	43	43	3	2
JR8A318	10	43	50	1	1
JRMY567	10	43	51	3	3
JGN2P234	10	43	56	3	1
JRTA517	10	43	58	3	3
JR74511	10	44	9	2	3
JR89800	10	44	10	2	2
JA36175	10	44	11	3	2
JR55C19	10	44	11	4	1
wp	10	44	12	4	2
ZA70823	10	44	14	2	2
JGN2WQ66	10	44	16	4	1
JR75C66	10	44	16	2	3
JRFU760	10	44	17	2	2
JR5681L	10	44	18	2	3
JRQN588	10	44	20	2	2
JR91576	10	44	21	2	3
JNKBR228	10	44	24	2	3
JRDY898	10	44	26	1	2
JRT2799	10	44	29	4	1
JR8C729	10	44	33	4	1
JRT8280	10	44	36	4	1
JR9Q128	10	44	36	1	3
JR00725	10	44	37	2	1
JRU5580	10	44	41	2	1
JGQQ3B26	10	44	52	3	3
JDSK186	10	44	54	3	2
JR8008D	10	44	54	4	3
JGN0UC08	10	44	54	2	1
JRY4106	10	44	54	3	1
JREG058	10	44	55	1	3
JRQZ528	10	44	55	1	2
JGP0N222	10	44	55	3	3
JRRJ717	10	44	56	4	2
JRNH973	10	44	58	3	3
JRAK729	10	44	58	1	2
JGPL8D63	10	44	58	3	2
JR90P57	10	45	0	1	3
JRT8730	10	45	0	1	2
JR3A236	10	45	1	3	3
JRYN991	10	45	1	3	2
JRT8707	10	45	2	4	1
JR00F25	10	45	3	3	2
JRAM181	10	45	3	1	2
JGN8UC11	10	45	4	1	3
JRRG777	10	45	4	1	1
wp	10	45	4	3	3
JRGS266	10	45	5	1	2
JGCT7004	10	45	5	3	2
JR66K16	10	45	6	3	3
JR0V415	10	45	7	3	2
JB989QZ	10	45	8	3	3
JRTA668	10	45	8	1	1
JR66N71	10	45	8	1	2
JRT2755	10	45	9	1	2
JGV9632	10	45	9	2	3
JR77L75	10	45	10	3	3
JR86K01	10	45	10	3	2
JR69990	10	45	10	1	3
JR75R09	10	45	11	1	2
JRX7908	10	45	11	3	1
JRK8860	10	45	11	2	2
JRQA001	10	45	13	1	2
JR5828F	10	45	13	3	3
JRS2925	10	45	13	3	2
JRQZ977	10	45	15	3	3
JRT2295	10	45	15	1	3
JGP15Z51	10	45	15	3	2
JRXY910	10	45	16	1	2
JRGF285	10	45	17	3	2
JNAV6460	10	45	18	1	2
JRT3590	10	45	18	1	3
JF7971Q	10	45	18	3	3
JF7150Z	10	45	19	3	2
JR53908	10	45	20	1	3
JR56E66	10	45	21	1	2
JRTG209	10	45	23	1	3
LAD55H60	10	45	23	3	2
JR59S28	10	45	24	1	2
LAD55H56	10	45	26	3	2
LAD55H57	10	45	30	3	2
JNDH3321	10	45	34	3	3
JGMD0699	10	45	49	4	3
LCMH697	10	45	50	1	3
JDDA122	10	45	50	4	2
JRM0003	10	45	51	4	1
JRWM909	10	45	52	2	3
JR85K07	10	45	52	4	2
JRLT882	10	45	53	4	3
JRT8137	10	45	53	2	2
JRVR782	10	45	54	2	1
JRPM503	10	45	55	4	2
JRTD038	10	45	55	4	1
wp	10	45	55	3	1
JR29H61	10	45	56	4	3
JR52533	10	45	57	2	3
JRT3599	10	45	58	4	3
JRL4811	10	45	59	4	1
JR2M767	10	45	59	2	3
JR3R059	10	46	0	3	3
JGQ0P321	10	46	2	2	3
JGN6C909	10	46	3	4	2
JGN2MK16	10	46	4	2	3
JRSR705	10	46	5	1	1
JGPLR697	10	46	6	1	2
JGQM6F69	10	46	6	1	3
JRTA386	10	46	15	4	1
JR63733	10	46	19	2	1
JR25R37	10	46	22	4	1
JFMH717	10	46	24	2	1
JRCQ003	10	46	26	2	1
JR7F113	10	46	29	4	2
JRXH427	10	46	29	2	1
JRT8853	10	46	35	1	3
JR8F633	10	46	36	3	3
JR3Q729	10	46	36	1	2
JRT8567	10	46	37	1	1
JRHF919	10	46	38	4	3
JGQWX922	10	46	38	3	2
JGPF8G88	10	46	39	3	3
wp	10	46	39	1	1
JR00473	10	46	40	1	3
JR4V786	10	46	41	1	2
JR70259	10	46	41	4	3
JR3189L	10	46	41	3	2
JGNVL222	10	46	43	4	1
JRQQ500	10	46	43	1	3
JR68T30	10	46	43	1	1
JR2386Q	10	46	44	3	2
JRQH830	10	46	45	3	1
JR2W583	10	46	45	1	2
JR74737	10	46	45	1	3
JNJJB598	10	46	47	3	2
JGQ20H31	10	46	48	3	3
JR79E20	10	46	48	1	2
JRLP599	10	46	50	1	3
JGP8WM32	10	46	51	3	2
JR83252	10	46	52	1	1
JR3157X	10	46	53	3	2
JR0C074	10	46	54	1	3
JRVE783	10	46	55	3	2
JRGS801	10	46	57	1	3
JGP1XU27	10	46	57	3	3
JGKR0471	10	46	57	3	2
JJA768J0	10	46	59	3	2
JNGAV512	10	47	6	3	2
JR59522	10	47	9	3	3
wp	10	47	15	3	1
JRHD469	10	47	29	4	2
JRVN706	10	47	31	4	1
JNMW4006	10	47	31	2	3
JR38B31	10	47	32	4	3
JDAW839	10	47	32	2	1
wp	10	47	34	4	1
JRKR036	10	47	35	4	3
JRQG603	10	47	36	2	1
JGYZ0333	10	47	38	3	1
JRTA107	10	47	38	4	1
JR6T131	10	47	41	2	1
JRT8980	10	47	42	2	3
JRT2703	10	47	43	1	1
JRXW509	10	47	45	4	3
JRTA332	10	47	48	1	2
JRT8187	10	47	49	4	2
JGQNB799	10	47	53	2	1
JGA70221	10	47	53	1	3
LY5E071	10	47	54	4	1
JNNY9085	10	47	57	2	1
JNQK9226	10	47	58	4	1
JGWH312	10	48	1	2	1
JGLT0211	10	48	2	4	1
JGP86F21	10	48	5	4	1
JGKX9469	10	48	7	2	1
JRT8817	10	48	10	2	3
JR57G51	10	48	12	3	3
JR8G779	10	48	14	1	2
JR35G07	10	48	16	3	2
JRT8023	10	48	17	1	2
JRLY469	10	48	17	3	1
JR95999	10	48	18	1	3
YEXW055	10	48	19	1	2
JRQV513	10	48	19	3	2
JR69770	10	48	20	3	3
JCY7751	10	48	21	3	1
JNMFZ136	10	48	23	1	2
JNHJ7733	10	48	23	3	3
JRUD806	10	48	24	3	2
JRJD159	10	48	25	1	2
JR63773	10	48	26	3	3
JR2P652	10	48	26	1	2
JRW2613	10	48	27	3	2
JGAT6609	10	48	28	1	3
JRGZ008	10	48	28	1	2
JRT8997	10	48	29	1	2
JR69035	10	48	29	3	3
JR38E62	10	48	29	3	2
JR0383J	10	48	31	1	2
JGN6FG63	10	48	32	3	2
wp	10	48	32	1	3
JR37293	10	48	34	3	2
JGPN0R79	10	48	35	1	2
JAJB184	10	48	35	3	1
JRTA965	10	48	36	1	2
JRM9999	10	48	36	1	3
JRT8201	10	48	37	1	3
JGJR8497	10	48	38	1	2
JRPM675	10	48	38	3	2
JRA0118	10	48	41	2	1
JRUQ550	10	48	42	3	2
JRB0412	10	48	44	3	2
JRT1859	10	48	44	3	3
JBLR335	10	48	46	1	2
JRSJ755	10	48	46	1	1
JGNYM797	10	48	52	1	3
wp	10	48	59	1	3
JRHZ013	10	49	8	2	2
JRMY397	10	49	9	4	3
JRT2385	10	49	10	4	2
JR0K117	10	49	10	4	1
JR2F963	10	49	11	2	3
JGPC1Z22	10	49	11	3	3
JRT8925	10	49	12	4	3
JGP19X63	10	49	12	2	1
ZC321CE	10	49	14	4	2
JRPX826	10	49	14	4	1
JRGH044	10	49	15	4	3
JGL09766	10	49	16	2	2
JNLU9286	10	49	20	4	1
JGFN7063	10	49	22	2	3
JR62827	10	49	23	3	2
JGPTU519	10	49	25	2	3
JRAX783	10	49	25	4	3
JGPLB962	10	49	33	3	1
JR3V722	10	49	35	4	1
JRZB623	10	49	40	1	1
JRY1103	10	49	44	4	2
JRQZ234	10	49	51	1	2
JR36N08	10	49	52	2	2
JR9896X	10	49	53	3	1
JRYQ214	10	49	53	3	2
JR69961	10	49	55	1	3
JR31K05	10	49	56	1	2
JGN08R98	10	49	56	3	3
JGLT2799	10	49	56	3	2
JR8F229	10	49	57	3	1
JRT1848	10	49	58	3	3
JRTA397	10	49	58	1	2
JR70H68	10	49	59	3	2
JR4U525	10	50	0	1	1
JR77A73	10	50	0	3	3
JRS8983	10	50	1	3	2
JGMS3770	10	50	1	4	3
wp	10	50	1	1	3
JR67T33	10	50	2	1	2
JGN82395	10	50	3	3	3
JR85346	10	50	4	1	2
JR55N15	10	50	4	3	2
JRCM137	10	50	6	1	2
JR87001	10	50	7	1	1
JR00816	10	50	7	1	3
JR6529P	10	50	8	1	2
JRSY806	10	50	9	1	3
JR37P78	10	50	9	3	2
JGPH5G62	10	50	10	1	3
JGNUD689	10	50	11	3	2
JRSP997	10	50	12	1	2
JNVQ055	10	50	12	2	1
JRV7273	10	50	14	1	3
JGNXU121	10	50	14	3	2
WAE066J	10	50	15	1	1
JGQ6Z363	10	50	16	3	2
JRTA868	10	50	18	3	2
JGQ612A3	10	50	20	3	3
HEMS5560	10	50	21	3	2
JRPT303	10	50	23	3	3
JRAU071	10	50	25	1	2
JR95816	10	50	27	3	1
JRTA555	10	50	37	1	1
JRZ7111	10	50	39	1	2
JGYAF238	10	50	43	3	3
JGNVL222	10	50	43	3	2
JRZ8233	10	50	45	3	1
wp	10	50	49	1	3
JRGN982	10	50	51	2	2
JGMV9098	10	50	52	2	3
JRJY803	10	50	52	4	3
JRVP877	10	50	52	2	1
JR38A70	10	50	53	4	2
JGKP6121	10	50	54	2	2
JRT1849	10	50	55	2	3
JRHS179	10	50	55	2	1
JGQE5131	10	50	56	4	2
JRT2589	10	50	56	2	2
JRT8052	10	50	58	2	3
JRGT180	10	50	59	2	2
JR8P708	10	50	59	4	3
JR3V855	10	51	0	2	3
JRQT191	10	51	0	2	1
JRTA187	10	51	3	4	3
JATC911	10	51	4	2	2
LR33A97	10	51	4	2	3
JR9C157	10	51	6	2	3
JALT552	10	51	9	2	2
JGNF4537	10	51	11	4	1
JRTA170	10	51	17	2	1
wp	10	51	19	1	1
JRAF006	10	51	26	2	1
wp	10	51	31	1	3
JR83324	10	51	33	1	3
JRLG833	10	51	34	4	3
JR58006	10	51	34	3	2
wp	10	51	36	3	1
JRM2198	10	51	39	3	2
JNNBZ885	10	51	40	1	2
JRGF476	10	51	40	1	3
JR84182	10	51	41	3	2
JRJP022	10	51	41	1	1
JRLZ783	10	51	43	1	3
JTLB569	10	51	44	3	1
JF9H888	10	51	44	1	2
JF89S63	10	51	45	3	2
JRT8225	10	51	45	1	3
JRQY889	10	51	46	3	3
JFJL127	10	51	46	1	2
JR0428A	10	51	47	1	3
JRT8975	10	51	47	4	1
JRDK958	10	51	47	1	2
JR6235R	10	51	47	1	1
JR6E872	10	51	48	3	2
JA003MY	10	51	49	1	2
JRRF234	10	51	50	3	2
JR80H11	10	51	50	1	3
JRJK988	10	51	50	2	1
JR36N33	10	51	51	1	2
JRT8917	10	51	52	3	3
JR73T52	10	51	52	1	2
JRT2383	10	51	53	1	3
JRLM593	10	51	53	3	2
JR96199	10	51	54	1	2
JRYV322	10	51	55	3	2
JGN0TX76	10	51	55	1	2
JGEM9884	10	51	57	1	2
wp	10	51	59	3	2
JRTA298	10	52	2	3	3
JRWL824	10	52	6	1	1
JRVC131	10	52	9	1	2
JRT2736	10	52	29	3	2
JRT2770	10	52	30	4	3
JR25G63	10	52	31	2	2
JNB19563	10	52	31	2	1
JGP5C258	10	52	32	4	1
JRXL422	10	52	32	2	3
JR68478	10	52	32	3	1
JNHQS256	10	52	33	4	3
JRQX266	10	52	34	2	3
JRT8653	10	52	35	2	1
JRT2597	10	52	36	2	3
JRT8567	10	52	36	4	1
JNLU1388	10	52	36	4	3
JRZR199	10	52	36	2	2
JGPA0N93	10	52	39	2	2
JRS9103	10	52	41	3	3
JRLD343	10	52	41	2	2
JR35B66	10	52	42	2	3
JRN3365	10	52	44	2	3
JRTA280	10	52	45	2	2
JRJR077	10	52	45	2	1
JR6E543	10	52	48	2	3
JRQU185	10	52	48	1	1
JRQS699	10	52	49	4	3
JRA9776	10	52	51	2	1
JGNM9G58	10	52	52	2	2
JR9K302	10	52	55	1	3
JRXR326	10	52	56	4	1
JRB7677	10	53	2	2	1
JGZZ888	10	53	7	2	1
JRMK662	10	53	9	4	2
JGP7B651	10	53	12	3	3
JGPVD922	10	53	14	3	1
SJNG343	10	53	14	1	3
JR80649	10	53	15	2	1
JRP3992	10	53	15	3	3
JNMA1577	10	53	16	1	1
JR68763	10	53	17	3	1
JNGQ2509	10	53	19	3	2
JRDG666	10	53	20	1	2
JRT2731	10	53	21	3	3
JRZZ779	10	53	23	3	3
JR75878	10	53	23	1	2
JRWZ337	10	53	23	1	3
JR95049	10	53	24	3	2
JR0072J	10	53	24	1	3
JRHM721	10	53	25	3	3
JRXC083	10	53	25	1	2
wp	10	53	25	1	1
JGN038R6	10	53	27	3	2
JGG35387	10	53	27	3	1
JR9191M	10	53	27	4	1
JR02S62	10	53	28	1	2
JRWJ327	10	53	32	1	2
JRQH277	10	53	33	1	1
JGPHF968	10	53	33	3	1
JGNLK768	10	53	33	1	3
JRD8608	10	53	33	3	2
JRA8908	10	53	34	1	2
JGN8K917	10	53	35	1	3
wp	10	53	36	3	3
JGPYK121	10	53	37	1	2
JRXL622	10	53	39	3	3
JRMQ581	10	53	39	3	2
JRRV369	10	53	40	1	2
JR61T62	10	53	40	3	2
JR0P738	10	53	41	3	3
JRK0088	10	53	42	3	1
JR59N26	10	53	42	1	2
wp	10	53	42	3	2
JR63788	10	53	44	1	3
JRLG612	10	53	44	3	3
JRTA820	10	53	44	1	2
JREU990	10	53	46	1	2
wp	10	53	47	3	3
JRSH057	10	53	48	1	3
JGP5YY09	10	53	50	1	2
JGPK5D03	10	53	51	3	3
wp	10	53	51	3	2
JR9719F	10	53	54	1	1
JRHX168	10	53	55	3	3
JGJQ3001	10	53	57	3	3
JAG836N	10	54	7	3	3
JRWQ376	10	54	9	2	3
JRTA775	10	54	10	2	2
JR0D681	10	54	10	4	2
JRT8811	10	54	10	3	1
JR37A27	10	54	11	4	1
JRAJ009	10	54	12	2	3
JGNWP738	10	54	12	4	3
JGQ10E71	10	54	13	4	2
JRT8072	10	54	13	2	1
wp	10	54	13	2	2
JR62T61	10	54	15	2	2
JGNDU565	10	54	15	4	2
JRRG777	10	54	15	4	3
JRQH238	10	54	17	4	2
JRLF046	10	54	17	4	3
JRRY122	10	54	19	2	2
JR72J71	10	54	19	4	1
JR7J688	10	54	19	2	1
JNAN8707	10	54	21	4	3
JRT8087	10	54	29	4	2
JR0Z105	10	54	37	2	3
JGFN7063	10	54	39	4	1
JRT8036	10	54	41	2	1
JGAF9729	10	54	42	2	1
WJJ7124B	10	54	51	3	3
LAC1E509	10	54	53	3	2
JRNP229	10	54	53	1	1
JRT8770	10	54	53	1	2
JR9132G	10	54	54	1	3
JR76R83	10	54	54	3	1
JRT8039	10	54	56	1	2
JGN7XF88	10	54	56	3	3
JRCR297	10	54	57	3	2
LCHM421	10	54	58	1	2
JGN8K067	10	54	58	1	3
JR22F56	10	55	0	1	2
JRB4432	10	55	2	1	3
JR63418	10	55	2	1	2
JREY797	10	55	2	3	3
JR68K62	10	55	4	4	1
JR69397	10	55	5	3	3
JGPST058	10	55	5	1	2
JR60K86	10	55	7	3	2
JR06K77	10	55	7	3	3
JR2L985	10	55	7	1	3
JGNN1N88	10	55	8	2	1
JRCT713	10	55	9	3	3
JRYR202	10	55	9	1	2
JRMR939	10	55	10	3	3
JR2B318	10	55	10	1	3
JRTD228	10	55	10	3	2
JRJY173	10	55	11	2	2
JRWD118	10	55	11	1	2
JGY08661	10	55	12	3	2
JRTC560	10	55	13	3	2
wp	10	55	13	1	3
JRT2721	10	55	14	1	2
JNAGL718	10	55	15	3	2
JRQY698	10	55	17	3	2
JGP851H9	10	55	18	3	3
JR0986S	10	55	19	3	2
JGGYK888	10	55	23	3	2
JRTA032	10	55	34	3	3
JGPG0A16	10	55	52	2	3
JRPZ958	10	55	53	4	1
LNA3M33	10	55	55	2	2
JGQS9755	10	55	56	2	3
JRPE596	10	55	57	2	2
JRAJ323	10	55	59	2	3
JR63721	10	55	59	2	1
JR8E688	10	55	59	4	1
JJ788JK	10	56	0	4	2
JGNHL736	10	56	1	2	3
JR99N31	10	56	2	3	2
JRLG501	10	56	3	2	3
JRT2295	10	56	4	2	2
JRMT307	10	56	7	3	3
JR83N23	10	56	8	1	2
JRCE555	10	56	9	2	3
JR44522	10	56	12	1	1
JR72073	10	56	16	2	1
JRT8837	10	56	18	2	1
JR9R627	10	56	21	2	1
JR69999	10	56	30	1	3
JD687BQ	10	56	30	4	3
JGQ332X1	10	56	33	1	2
JR53S67	10	56	33	1	1
JRZ0699	10	56	34	3	3
JR3G951	10	56	35	3	2
JR0H623	10	56	36	1	2
JRAG773	10	56	36	1	3
JJ6029P	10	56	36	3	3
JRSF852	10	56	37	3	2
JGN82395	10	56	38	1	2
JGPT2M27	10	56	39	3	3
JR60A73	10	56	41	1	2
JNMUP899	10	56	41	3	2
JR56916	10	56	42	1	2
JR8C512	10	56	42	1	3
JRU0986	10	56	43	3	3
wp	10	56	44	3	2
JGQ52027	10	56	45	1	2
JR66977	10	56	46	1	3
JGP289S1	10	56	47	1	2
JR63752	10	56	47	3	3
JRZT529	10	56	50	1	2
JR92F13	10	56	51	1	3
JGM86109	10	56	51	2	2
JR00199	10	56	52	3	1
JR7G616	10	56	52	1	2
JGNV9C96	10	56	52	3	2
JRJN689	10	56	54	3	2
JGJ03798	10	56	56	1	2
MHHE989	10	56	58	3	2
YESBK069	10	56	58	1	2
JRQV970	10	56	59	2	1
JRWL803	10	57	0	3	3
JR06364	10	57	1	1	2
wp	10	57	2	3	2
JGN3EL77	10	57	3	4	2
JRYL782	10	57	7	1	2
JIM74251	10	57	8	3	2
JRMN303	10	57	15	3	3
JR5V109	10	57	17	4	1
JGNFF651	10	57	18	1	3
JR2W718	10	57	24	3	1
JR9U765	10	57	24	1	1
JGPV9126	10	57	27	3	3
JRTA028	10	57	30	2	3
JGGVW957	10	57	32	4	2
JRT2750	10	57	32	2	3
JRSF359	10	57	34	4	3
JRN0017	10	57	37	4	2
JRCS601	10	57	37	2	3
JRT2098	10	57	39	4	3
JR60N66	10	57	40	2	1
JRAY690	10	57	45	2	1
JR28E08	10	57	46	4	1
JR95J39	10	57	55	2	1
JRT8799	10	57	58	2	1
JRAR992	10	58	1	4	2
JGQB5232	10	58	2	4	3
JRPN711	10	58	8	2	1
JJ2029J	10	58	13	3	3
JNAEH554	10	58	14	3	2
wp	10	58	14	1	3
JR5701V	10	58	15	1	2
JGPK9Z98	10	58	15	3	3
JGY62725	10	58	16	3	1
JR69375	10	58	17	1	3
JR0678Y	10	58	17	1	1
JR97773	10	58	17	3	2
JGN760A6	10	58	18	3	3
JR8063X	10	58	18	1	2
JR95A89	10	58	19	3	2
JR51960	10	58	20	3	1
JRVV230	10	58	20	3	2
JGQQ5579	10	58	21	1	3
JRN5636	10	58	21	1	1
JRT3579	10	58	22	3	2
JR80697	10	58	22	1	3
wp	10	58	22	3	3
JR9E152	10	58	23	2	3
JREE066	10	58	23	3	1
JRYN827	10	58	23	1	1
wp	10	58	23	3	3
JGQJJ668	10	58	24	3	2
JRT2529	10	58	24	1	2
JGNJ5209	10	58	26	1	1
JR80369	10	58	26	1	3
JRWH077	10	58	26	1	2
JR6P545	10	58	26	3	3
JNAHG798	10	58	28	1	2
JGMF5086	10	58	28	3	2
JRN3569	10	58	28	1	1
JRTA899	10	58	28	1	3
JRLQ695	10	58	28	2	2
JR6Z856	10	58	29	3	1
JR72E52	10	58	30	3	2
JR82080	10	58	32	1	3
JA19266	10	58	32	1	2
JRTH158	10	58	33	1	3
JR6K071	10	58	34	3	2
JRPE076	10	58	34	3	1
JGLC3551	10	58	36	1	3
JR20S89	10	58	36	3	2
JR4A638	10	58	37	3	3
JGMH2292	10	58	37	1	1
JRXW161	10	58	38	1	2
JR3G768	10	58	38	3	2
JBP1654	10	58	38	1	2
JRZ3736	10	58	39	3	2
JR8M107	10	58	40	3	3
